game_date,season,match_up,away_team,home_team,away_min_p,away_max_p,away_weighted_avg_price,away_last_traded_price,home_min_p,home_max_p,home_weighted_avg_price,home_last_traded_price,home_line
2015-11-06,2015-16,Atlanta @ New Orleans,Atlanta Hawks,New Orleans Pelicans,1.01,1.9,1.31,1.74,2,11.5,2.57,2.34,3.5
2015-11-06,2015-16,Denver @ Golden State,Denver Nuggets,Golden State Warriors,26,50,31.57,27,1.01,1.07,1.04,1.03,-17.5
2015-11-06,2015-16,Detroit @ Phoenix,Detroit Pistons,Phoenix Suns,1.08,3,1.91,2.8,1.5,13.5,2.68,1.54,-4.5
2015-11-06,2015-16,Houston @ Sacramento,Houston Rockets,Sacramento Kings,1.03,1.57,1.34,1.56,2.74,26,3.93,2.78,5.5
2015-11-06,2015-16,LA Lakers @ Brooklyn,Los Angeles Lakers,Brooklyn Nets,1.02,2.58,2.09,2.38,1.52,9,1.92,1.72,-3.5
2015-11-06,2015-16,Miami @ Indiana,Miami Heat,Indiana Pacers,1.39,15,2.08,2.02,1.04,3.3,1.67,1.98,1.5
2015-11-06,2015-16,Milwaukee @ New York,Milwaukee Bucks,New York Knicks,1.47,2.26,2.06,2.18,1.75,2.24,1.91,1.85,-2.5
2015-11-06,2015-16,Washington @ Boston,Washington Wizards,Boston Celtics,1.7,12,2.59,2.08,1.03,2.1,1.34,1.92,1.5
2015-11-06,2015-16,Toronto @ Orlando,Toronto Raptors,Orlando Magic,1.2,3.3,1.52,1.45,1.07,3.4,2.62,3.25,5.5
2015-11-06,2015-16,Philadelphia @ Cleveland,Philadelphia 76ers,Cleveland Cavaliers,11.5,22,13.39,13.5,1.01,1.18,1.07,1.07,-13.5
2015-11-07,2015-16,Brooklyn @ Milwaukee,Brooklyn Nets,Milwaukee Bucks,2.1,3.7,3.38,3.55,1.13,1.68,1.38,1.38,-6.5
2015-11-07,2015-16,Charlotte @ San Antonio,Charlotte Hornets,San Antonio Spurs,3.5,11,5.43,6.2,1.06,1.4,1.21,1.19,-10.5
2015-11-07,2015-16,Golden State @ Sacramento,Golden State Warriors,Sacramento Kings,1.01,1.51,1.09,1.08,3.05,15.5,12.32,13,13.5
2015-11-07,2015-16,Houston @ LA Clippers,Houston Rockets,Los Angeles Clippers,1.04,4.6,1.6,3.15,1.25,6,1.47,1.46,-7.5
2015-11-08,2015-16,Indiana @ Cleveland,Indiana Pacers,Cleveland Cavaliers,3.5,7.2,4.87,4.6,1.02,1.66,1.31,1.28,-7.5
2015-11-08,2015-16,LA Lakers @ New York,Los Angeles Lakers,New York Knicks,2.46,13.5,3.14,3.1,1.01,1.81,1.48,1.49,-4.5
2015-11-07,2015-16,Memphis @ Utah,Memphis Grizzlies,Utah Jazz,1.95,6.4,2.3,2.32,1.1,2,1.68,1.74,-2.5
2015-11-07,2015-16,New Orleans @ Dallas,New Orleans Pelicans,Dallas Mavericks,1.83,4,2.71,2.92,1.02,2.16,1.35,1.51,-5.5
2015-11-07,2015-16,Orlando @ Philadelphia,Orlando Magic,Philadelphia 76ers,1.05,1.75,1.6,1.68,2.2,8,2.58,2.46,3.5
2015-11-08,2015-16,Toronto @ Miami,Toronto Raptors,Miami Heat,1.9,10,2.45,2.36,1.01,2.12,1.32,1.73,-2.5
2015-11-07,2015-16,Washington @ Atlanta,Washington Wizards,Atlanta Hawks,2,1000,3.21,2.88,1.01,2.02,1.5,1.53,-5.5
2015-11-08,2015-16,Phoenix @ Oklahoma City,Phoenix Suns,Oklahoma City Thunder,4.5,6.2,4.84,5,1.02,1.27,1.18,1.25,-8.5
2015-11-08,2015-16,Detroit @ Portland,Detroit Pistons,Portland Trail Blazers,1.11,4.5,2.24,2.22,1.06,50,1.65,1.82,-1.5
2015-11-09,2015-16,Chicago @ Philadelphia,Chicago Bulls,Philadelphia 76ers,1.02,1.33,1.09,1.17,4.2,32,7.03,6.6,9.5
2015-11-09,2015-16,Detroit @ Golden State,Detroit Pistons,Golden State Warriors,7.2,13,10.34,10.5,1.03,1.19,1.1,1.11,-12.5
2015-11-09,2015-16,Memphis @ LA Clippers,Memphis Grizzlies,Los Angeles Clippers,1.5,26,4.93,3.9,1.04,3.3,1.32,1.36,-5.5
2015-11-09,2015-16,Minnesota @ Atlanta,Minnesota Timberwolves,Atlanta Hawks,1.02,6,1.66,4.9,1.18,34,1.72,1.26,-8.5
2015-11-09,2015-16,Orlando @ Indiana,Orlando Magic,Indiana Pacers,2.2,4.7,3.07,2.68,1.01,2.78,1.43,1.58,-3.5
2015-11-09,2015-16,Portland @ Denver,Portland Trail Blazers,Denver Nuggets,1.54,9,1.96,1.93,1.02,2.26,1.89,2.08,1.5
2015-11-09,2015-16,San Antonio @ Sacramento,San Antonio Spurs,Sacramento Kings,1.02,1.45,1.27,1.32,3,6,4.67,4.2,8.5
2015-11-10,2015-16,Boston @ Milwaukee,Boston Celtics,Milwaukee Bucks,1.02,2.14,1.73,1.81,1.7,21,2.23,2.24,-1.5
2015-11-10,2015-16,Charlotte @ Minnesota,Charlotte Hornets,Minnesota Timberwolves,1.02,2.3,1.59,1.62,1.9,28,2.34,2.62,1.5
2015-11-10,2015-16,Dallas @ New Orleans,Dallas Mavericks,New Orleans Pelicans,2.06,4,2.17,2.28,1.02,1.92,1.17,1.8,-1.5
2015-11-10,2015-16,LA Lakers @ Miami,Los Angeles Lakers,Miami Heat,5,30,7.42,7.8,1.01,1.27,1.14,1.14,-11.5
2015-11-10,2015-16,New York @ Toronto,New York Knicks,Toronto Raptors,1.03,4.5,3.01,3.85,1.2,26,1.48,1.32,-7.5
2015-11-10,2015-16,Oklahoma City @ Washington,Oklahoma City Thunder,Washington Wizards,1.02,2.5,1.3,1.37,2.76,6.6,3.38,3.65,5.5
2015-11-10,2015-16,Utah @ Cleveland,Utah Jazz,Cleveland Cavaliers,1.64,13.5,2.93,3.35,1.02,3.5,1.36,1.42,-5.5
2015-11-11,2015-16,Brooklyn @ Houston,Brooklyn Nets,Houston Rockets,1.19,12,8.8,8.8,1.06,6.8,1.13,1.13,-12.5
2015-11-11,2015-16,Detroit @ Sacramento,Detroit Pistons,Sacramento Kings,1.7,26,2.42,1.85,1.04,2.22,1.36,2.18,-1.5
2015-11-11,2015-16,Golden State @ Memphis,Golden State Warriors,Memphis Grizzlies,1.07,1.44,1.3,1.32,3.85,50,4.26,4,7.5
2015-11-11,2015-16,Indiana @ Boston,Indiana Pacers,Boston Celtics,1.01,3.8,2.07,2.52,1.6,3.75,1.7,1.66,-3.5
2015-11-11,2015-16,LA Clippers @ Dallas,Los Angeles Clippers,Dallas Mavericks,1.2,4,1.42,1.39,1.01,3.95,2.83,3.7,7.5
2015-11-11,2015-16,LA Lakers @ Orlando,Los Angeles Lakers,Orlando Magic,1.82,5,4.22,4.5,1.2,2.12,1.29,1.29,-8.5
2015-11-11,2015-16,Milwaukee @ Denver,Milwaukee Bucks,Denver Nuggets,1.39,21,2.75,2.54,1.05,4.1,1.63,1.66,-3.5
2015-11-11,2015-16,New Orleans @ Atlanta,New Orleans Pelicans,Atlanta Hawks,2.2,11,4.53,10.5,1.08,1.65,1.24,1.1,-12.5
2015-11-11,2015-16,New York @ Charlotte,New York Knicks,Charlotte Hornets,1.12,5.8,2.59,3.3,1.01,4.7,1.47,1.42,-5.5
2015-11-11,2015-16,San Antonio @ Portland,San Antonio Spurs,Portland Trail Blazers,1.01,2,1.35,1.41,3.35,13.5,5.6,3.55,7.5
2015-11-11,2015-16,Toronto @ Philadelphia,Toronto Raptors,Philadelphia 76ers,1.02,1.44,1.07,1.23,3.2,26,5.56,5.4,8.5
2015-11-12,2015-16,Golden State @ Minnesota,Golden State Warriors,Minnesota Timberwolves,1.01,1.29,1.11,1.17,4.5,50,7.78,7,8.5
2015-11-12,2015-16,LA Clippers @ Phoenix,Los Angeles Clippers,Phoenix Suns,1.55,50,2.31,2.18,1.01,2.44,1.8,1.84,2.5
2015-11-12,2015-16,Utah @ Miami,Utah Jazz,Miami Heat,2,10,3.26,2.62,1.01,1.8,1.47,1.62,-4.5
2015-11-13,2015-16,Atlanta @ Boston,Atlanta Hawks,Boston Celtics,1.7,9.8,1.93,1.89,1.01,2.4,1.81,2.1,1.5
2015-11-13,2015-16,Brooklyn @ Sacramento,Brooklyn Nets,Sacramento Kings,1.5,13,3.48,3.5,1.02,2.74,1.37,1.41,-6.5
2015-11-13,2015-16,Charlotte @ Chicago,Charlotte Hornets,Chicago Bulls,2,70,3.87,3.6,1.01,1.67,1.22,1.37,-7.5
2015-11-13,2015-16,Cleveland @ New York,Cleveland Cavaliers,New York Knicks,1.06,2.8,1.46,1.36,1.7,6.2,3.35,3.7,6.5
2015-11-13,2015-16,Detroit @ LA Clippers,Detroit Pistons,Los Angeles Clippers,1.24,3.5,1.66,2.22,1.01,6,2.13,1.82,-3.5
2015-11-13,2015-16,Houston @ Denver,Houston Rockets,Denver Nuggets,1.39,5.5,2.01,1.4,1.02,3.55,2.56,3.5,5.5
2015-11-13,2015-16,LA Lakers @ Dallas,Los Angeles Lakers,Dallas Mavericks,3.4,12,5.3,4.2,1.14,1.55,1.29,1.31,-8.5
2015-11-13,2015-16,Minnesota @ Indiana,Minnesota Timberwolves,Indiana Pacers,3.3,11,3.98,4.1,1.1,1.4,1.28,1.34,-7.5
2015-11-13,2015-16,New Orleans @ Toronto,New Orleans Pelicans,Toronto Raptors,2.94,8.4,5.63,5.9,1.04,1.45,1.19,1.2,-9.5
2015-11-13,2015-16,Philadelphia @ Oklahoma City,Philadelphia 76ers,Oklahoma City Thunder,7,13.5,11.1,12.5,1.05,1.2,1.11,1.09,-14.5
2015-11-13,2015-16,Portland @ Memphis,Portland Trail Blazers,Memphis Grizzlies,1.83,16.5,3.68,3.6,1.07,2.2,1.34,1.39,-6.5
2015-11-13,2015-16,Utah @ Orlando,Utah Jazz,Orlando Magic,1.81,26,2.27,1.92,1.01,2.22,1.79,2.1,1.5
2015-11-14,2015-16,Brooklyn @ Golden State,Brooklyn Nets,Golden State Warriors,1.21,26,3.83,26,1.03,5.3,1.16,1.04,-18.5
2015-11-14,2015-16,Cleveland @ Milwaukee,Cleveland Cavaliers,Milwaukee Bucks,1.4,8.6,2.18,1.47,1.04,3.3,1.87,3.15,6.5
2015-11-14,2015-16,Dallas @ Houston,Dallas Mavericks,Houston Rockets,1.01,3.95,1.55,3.9,1.34,13.5,3.31,1.35,-5.5
2015-11-14,2015-16,Denver @ Phoenix,Denver Nuggets,Phoenix Suns,3.6,4.4,4.07,3.95,1.14,1.51,1.33,1.33,-7.5
2015-11-15,2015-16,Memphis @ Minnesota,Memphis Grizzlies,Minnesota Timberwolves,1.01,1.96,1.58,1.56,2.26,3.95,2.74,2.62,2.5
2015-11-15,2015-16,New Orleans @ New York,New Orleans Pelicans,New York Knicks,1.75,3.5,2.55,2.18,1.08,2.5,1.73,1.88,-1.5
2015-11-14,2015-16,Orlando @ Washington,Orlando Magic,Washington Wizards,1.8,6,3.1,3,1.01,2.26,1.45,1.5,-5.5
2015-11-14,2015-16,Philadelphia @ San Antonio,Philadelphia 76ers,San Antonio Spurs,18,28,23.3,26,1.02,1.07,1.04,1.04,-16.5
2015-11-15,2015-16,Portland @ Charlotte,Portland Trail Blazers,Charlotte Hornets,2.6,7,2.7,2.84,1.03,1.6,1.18,1.54,-4.5
2015-11-15,2015-16,Utah @ Atlanta,Utah Jazz,Atlanta Hawks,1.11,3.05,1.76,2.4,1.38,8,1.67,1.71,-4.5
2015-11-15,2015-16,Boston @ Oklahoma City,Boston Celtics,Oklahoma City Thunder,1.09,6,2.07,3,1.16,12,1.65,1.5,-5.5
2015-11-15,2015-16,Detroit @ LA Lakers,Detroit Pistons,Los Angeles Lakers,1.43,3.15,1.58,1.52,1.03,3.3,1.15,2.92,4.5
2015-11-15,2015-16,Toronto @ Sacramento,Toronto Raptors,Sacramento Kings,1.12,2.66,1.73,1.83,1.02,12,2.1,2.22,2.5
2015-11-16,2015-16,Boston @ Houston,Boston Celtics,Houston Rockets,1.04,6.4,2.46,2.84,1.2,3,1.54,1.54,-4.5
2015-11-16,2015-16,Dallas @ Philadelphia,Dallas Mavericks,Philadelphia 76ers,1.04,2.24,1.25,1.27,2.48,10.5,6.21,4.8,8.5
2015-11-16,2015-16,Indiana @ Chicago,Indiana Pacers,Chicago Bulls,2.62,6.4,3.66,3.5,1.1,1.57,1.34,1.4,-6.5
2015-11-16,2015-16,LA Lakers @ Phoenix,Los Angeles Lakers,Phoenix Suns,6.2,10,7.53,7.6,1.01,1.3,1.19,1.14,-11.5
2015-11-16,2015-16,Oklahoma City @ Memphis,Oklahoma City Thunder,Memphis Grizzlies,2.06,12,2.38,2.36,1.02,2,1.43,1.71,-2.5
2015-11-16,2015-16,Portland @ San Antonio,Portland Trail Blazers,San Antonio Spurs,7.6,11,9.01,8.4,1.07,1.21,1.12,1.14,-12.5
2015-11-17,2015-16,Atlanta @ Brooklyn,Atlanta Hawks,Brooklyn Nets,1.3,10,1.6,1.56,1.08,4.3,2.33,2.8,3.5
2015-11-17,2015-16,Charlotte @ New York,Charlotte Hornets,New York Knicks,1.58,2.6,1.95,2.02,1.02,3,1.52,1.96,1.5
2015-11-17,2015-16,Cleveland @ Detroit,Cleveland Cavaliers,Detroit Pistons,1.1,6.8,1.5,1.55,1.17,6.4,2.38,2.74,5.5
2015-11-17,2015-16,Denver @ New Orleans,Denver Nuggets,New Orleans Pelicans,1.01,3.4,1.46,3.1,1.42,24,2.13,1.44,-5.5
2015-11-17,2015-16,Milwaukee @ Washington,Milwaukee Bucks,Washington Wizards,2.04,26,2.73,2.44,1.01,1.85,1.08,1.68,-4.5
2015-11-17,2015-16,Minnesota @ Miami,Minnesota Timberwolves,Miami Heat,1.01,5.9,3.68,4.6,1.24,1.9,1.28,1.28,-8.5
2015-11-17,2015-16,Toronto @ Golden State,Toronto Raptors,Golden State Warriors,2.44,26,6.75,5.5,1.03,1.73,1.18,1.24,-9.5
2015-11-18,2015-16,Brooklyn @ Charlotte,Brooklyn Nets,Charlotte Hornets,2.26,7,3.85,3.25,1.06,1.9,1.32,1.42,-6.5
2015-11-18,2015-16,Minnesota @ Orlando,Minnesota Timberwolves,Orlando Magic,1.28,11,2.11,2.9,1.05,5,1.77,1.54,-3.5
2015-11-18,2015-16,Indiana @ Philadelphia,Indiana Pacers,Philadelphia 76ers,1.01,1.44,1.33,1.42,3.1,10,3.66,3.35,6.5
2015-11-18,2015-16,Dallas @ Boston,Dallas Mavericks,Boston Celtics,1.05,7,1.47,2.82,1.24,1.91,1.54,1.55,-4.5
2015-11-18,2015-16,Sacramento @ Atlanta,Sacramento Kings,Atlanta Hawks,1.9,6.4,2.55,2.36,1.02,1.94,1.44,1.76,-3.5
2015-11-18,2015-16,Portland @ Houston,Portland Trail Blazers,Houston Rockets,1.01,6.8,1.55,3.65,1.16,9.2,1.49,1.38,-6.5
2015-11-18,2015-16,New Orleans @ Oklahoma City,New Orleans Pelicans,Oklahoma City Thunder,4.3,17.5,8.11,9.8,1.03,1.31,1.15,1.12,-11.5
2015-11-18,2015-16,Denver @ San Antonio,Denver Nuggets,San Antonio Spurs,10.5,16,12.45,12.5,1.05,1.1,1.09,1.09,-13.5
2015-11-18,2015-16,Toronto @ Utah,Toronto Raptors,Utah Jazz,1.4,11,2.12,2.7,1.01,3.3,1.25,1.59,-4.5
2015-11-18,2015-16,Chicago @ Phoenix,Chicago Bulls,Phoenix Suns,1.04,2.44,1.72,2.36,1.68,11,2.16,1.73,-2.5
2015-11-19,2015-16,Golden State @ LA Clippers,Golden State Warriors,Los Angeles Clippers,1.04,6.6,1.67,1.45,1.12,21,1.83,3.3,7.5
2015-11-19,2015-16,Milwaukee @ Cleveland,Milwaukee Bucks,Cleveland Cavaliers,5.4,70,8.52,6.8,1.01,1.23,1.09,1.18,-10.5
2015-11-19,2015-16,Sacramento @ Miami,Sacramento Kings,Miami Heat,3.85,75,6.48,5.6,1.03,1.36,1.21,1.21,-8.5
