game_date,season,match_up,away_team,home_team,away_min_p,away_max_p,away_weighted_avg_price,away_last_traded_price,home_min_p,home_max_p,home_weighted_avg_price,home_last_traded_price,home_line
2019-10-26,2019-20,Philadelphia 76ers @ Detroit Pistons,Philadelphia 76ers,Detroit Pistons,1.02,5,1.62,1.47,1.29,100,2.5,2.8,4
2019-10-26,2019-20,Orlando Magic @ Atlanta Hawks,Orlando Magic,Atlanta Hawks,1.3,15,1.8,1.8,1.04,5,2.02,2.26,3.5
2019-10-26,2019-20,Los Angeles Clippers @ Phoenix Suns,Los Angeles Clippers,Phoenix Suns,1.19,26,1.48,1.2,1.03,6.6,1.81,5.7,10
2019-10-26,2019-20,Toronto Raptors @ Chicago Bulls,Toronto Raptors,Chicago Bulls,1.02,2.02,1.61,1.75,2.32,34,3,2.34,3
2019-10-26,2019-20,Indiana Pacers @ Cleveland Cavaliers,Indiana Pacers,Cleveland Cavaliers,1.47,26,1.81,1.56,1.02,3.25,1.85,2.76,5.5
2019-10-26,2019-20,New Orleans Pelicans @ Houston Rockets,New Orleans Pelicans,Houston Rockets,1.96,13.5,7.12,8,1.06,1.8,1.16,1.15,-12
2019-10-26,2019-20,Washington Wizards @ San Antonio Spurs,Washington Wizards,San Antonio Spurs,1.58,9.2,6.8,7.4,1.1,2.4,1.21,1.15,-11.5
2019-10-26,2019-20,Sacramento Kings @ Utah Jazz,Sacramento Kings,Utah Jazz,4.2,34,5.27,5.1,1.02,1.28,1.12,1.21,-9.5
2019-10-27,2019-20,Golden State Warriors @ Oklahoma City Thunder,Golden State Warriors,Oklahoma City Thunder,1.91,500,3.19,2.06,1.02,2.1,1.82,1.96,1.5
2019-10-27,2019-20,Brooklyn Nets @ Memphis Grizzlies,Brooklyn Nets,Memphis Grizzlies,1.06,5,1.66,1.54,1.01,12,2.37,2.7,4.5
2019-10-27,2019-20,Portland Trail Blazers @ Dallas Mavericks,Portland Trail Blazers,Dallas Mavericks,1.03,6.2,2.32,2.28,1.15,6,1.64,1.79,-2.5
2019-10-27,2019-20,Miami Heat @ Minnesota Timberwolves,Miami Heat,Minnesota Timberwolves,1.37,8,3.17,4.1,1.02,3.5,1.52,1.37,-6.5
2019-10-27,2019-20,Charlotte Hornets @ Los Angeles Lakers,Charlotte Hornets,Los Angeles Lakers,5.5,1000,10.68,12,1.02,1.22,1.12,1.1,-13.5
2019-10-28,2019-20,Indiana Pacers @ Detroit Pistons,Indiana Pacers,Detroit Pistons,1.65,7.6,2.11,1.84,1.02,2.6,1.97,2.14,1.5
2019-10-28,2019-20,Chicago Bulls @ New York Knicks,Chicago Bulls,New York Knicks,1.09,17.5,1.67,1.86,1.02,12,2.06,2.18,2
2019-10-28,2019-20,Philadelphia 76ers @ Atlanta Hawks,Philadelphia 76ers,Atlanta Hawks,1.02,5.4,1.46,1.4,1.2,10.5,2.21,3.5,5.5
2019-10-28,2019-20,Orlando Magic @ Toronto Raptors,Orlando Magic,Toronto Raptors,1.9,21,4.88,2.88,1.02,2.42,1.47,1.53,-4
2019-10-28,2019-20,Golden State Warriors @ New Orleans Pelicans,Golden State Warriors,New Orleans Pelicans,1.01,2.82,1.45,2.12,1.54,100,2.12,1.8,-5
2019-10-28,2019-20,Cleveland Cavaliers @ Milwaukee Bucks,Cleveland Cavaliers,Milwaukee Bucks,13,26,15.02,14,1.01,1.13,1.06,1.09,-15.5
2019-10-28,2019-20,Oklahoma City Thunder @ Houston Rockets,Oklahoma City Thunder,Houston Rockets,2.24,34,4.85,6,1.01,2.08,1.21,1.21,-10
2019-10-28,2019-20,Portland Trail Blazers @ San Antonio Spurs,Portland Trail Blazers,San Antonio Spurs,1.54,250,4.06,3.25,1.01,2.32,1.25,1.44,-6
2019-10-28,2019-20,Utah Jazz @ Phoenix Suns,Utah Jazz,Phoenix Suns,1.01,4,1.6,1.53,1.35,5,2.57,2.88,4.5
2019-10-28,2019-20,Denver Nuggets @ Sacramento Kings,Denver Nuggets,Sacramento Kings,1.01,2.5,1.49,1.53,1.67,27,3.45,2.8,4
2019-10-28,2019-20,Charlotte Hornets @ Los Angeles Clippers,Charlotte Hornets,Los Angeles Clippers,6.8,18,13.92,14.5,1.01,1.21,1.1,1.08,-15.5
2019-10-29,2019-20,Atlanta Hawks @ Miami Heat,Atlanta Hawks,Miami Heat,3.25,140,4.52,4.3,1.01,1.36,1.13,1.31,-10.5
2019-10-29,2019-20,Dallas Mavericks @ Denver Nuggets,Dallas Mavericks,Denver Nuggets,1.01,6,2.4,2.84,1.15,7.2,1.46,1.55,-5.5
2019-10-29,2019-20,Memphis Grizzlies @ Los Angeles Lakers,Memphis Grizzlies,Los Angeles Lakers,3.25,15,6.24,8.8,1.01,1.46,1.16,1.15,-11.5
2019-10-30,2019-20,Chicago Bulls @ Cleveland Cavaliers,Chicago Bulls,Cleveland Cavaliers,1.37,1000,1.94,1.7,1.01,3.5,2,2.24,2
2019-10-30,2019-20,Minnesota Timberwolves @ Philadelphia 76ers,Minnesota Timberwolves,Philadelphia 76ers,3.2,100,3.98,3.8,1.01,1.45,1.11,1.38,-6.5
2019-10-30,2019-20,New York Knicks @ Orlando Magic,New York Knicks,Orlando Magic,3.5,19,5.15,5.6,1.01,1.65,1.21,1.24,-9.5
2019-10-30,2019-20,Milwaukee Bucks @ Boston Celtics,Milwaukee Bucks,Boston Celtics,1.08,100,1.89,1.67,1.01,13.5,1.6,2.5,3.5
2019-10-30,2019-20,Detroit Pistons @ Toronto Raptors,Detroit Pistons,Toronto Raptors,4.1,25,5.15,5.2,1.02,1.32,1.22,1.26,-12
2019-10-30,2019-20,Indiana Pacers @ Brooklyn Nets,Indiana Pacers,Brooklyn Nets,1.01,3,1.63,2.38,1.4,11,1.97,1.68,-3.5
2019-10-30,2019-20,Houston Rockets @ Washington Wizards,Houston Rockets,Washington Wizards,1.14,11,1.68,1.31,1.08,7.6,2.11,4.3,6.5
2019-10-30,2019-20,Phoenix Suns @ Golden State Warriors,Phoenix Suns,Golden State Warriors,1.01,3.05,1.17,3,1.47,100,3.5,1.48,20.5
2019-10-30,2019-20,Portland Trail Blazers @ Oklahoma City Thunder,Portland Trail Blazers,Oklahoma City Thunder,1.03,3,1.76,1.88,1.39,5,2.05,2.14,1.5
2019-10-30,2019-20,Charlotte Hornets @ Sacramento Kings,Charlotte Hornets,Sacramento Kings,1.02,6,2.05,3.85,1.09,50,1.57,1.35,-7.5
2019-10-30,2019-20,Los Angeles Clippers @ Utah Jazz,Los Angeles Clippers,Utah Jazz,2.1,16.5,3.49,3.7,1.01,1.89,1.29,1.37,-6
2019-10-31,2019-20,Miami Heat @ Atlanta Hawks,Miami Heat,Atlanta Hawks,1.01,1.58,1.34,1.43,3.2,21,6.42,3.3,6.5
2019-10-31,2019-20,Denver Nuggets @ New Orleans Pelicans,Denver Nuggets,New Orleans Pelicans,1.59,100,2,1.61,1.01,2.74,1.67,2.6,4
2019-10-31,2019-20,San Antonio Spurs @ Los Angeles Clippers,San Antonio Spurs,Los Angeles Clippers,2.34,36,3.19,2.78,1.01,1.74,1.43,1.58,-8.5
2019-11-01,2019-20,Cleveland Cavaliers @ Indiana Pacers,Cleveland Cavaliers,Indiana Pacers,2.18,50,4.8,3.6,1.01,1.72,1.24,1.4,-7
2019-11-01,2019-20,New York Knicks @ Boston Celtics,New York Knicks,Boston Celtics,2.28,7.4,5.49,5.1,1.02,1.68,1.22,1.23,-9.5
2019-11-01,2019-20,Milwaukee Bucks @ Orlando Magic,Milwaukee Bucks,Orlando Magic,1.02,2.04,1.25,1.55,2.26,80,3.59,2.8,4.5
2019-11-01,2019-20,Houston Rockets @ Brooklyn Nets,Houston Rockets,Brooklyn Nets,1.16,310,1.79,1.55,1.04,7.2,1.66,2.76,5
2019-11-01,2019-20,Detroit Pistons @ Chicago Bulls,Detroit Pistons,Chicago Bulls,1.98,55,3.03,2.56,1.01,1.84,1.4,1.61,-3.5
2019-11-01,2019-20,Los Angeles Lakers @ Dallas Mavericks,Los Angeles Lakers,Dallas Mavericks,1.03,8.6,1.98,1.99,1.03,9.4,1.93,2.02,1.5
2019-11-01,2019-20,Utah Jazz @ Sacramento Kings,Utah Jazz,Sacramento Kings,1.26,50,1.65,1.57,1.2,3.05,1.99,2.76,4.5
2019-11-01,2019-20,San Antonio Spurs @ Golden State Warriors,San Antonio Spurs,Golden State Warriors,1.01,1.62,1.17,1.38,2.8,5.7,3.6,3.65,7
2019-11-02,2019-20,New Orleans Pelicans @ Oklahoma City Thunder,New Orleans Pelicans,Oklahoma City Thunder,1.64,11,2.6,2.18,1.01,2.26,1.45,1.86,-3
2019-11-02,2019-20,Brooklyn Nets @ Detroit Pistons,Brooklyn Nets,Detroit Pistons,1.1,17.5,1.74,1.6,1.09,7.4,1.93,2.58,3
2019-11-02,2019-20,Denver Nuggets @ Orlando Magic,Denver Nuggets,Orlando Magic,1.02,2.74,1.6,1.59,1.5,8.6,2.36,2.66,4
2019-11-02,2019-20,Toronto Raptors @ Milwaukee Bucks,Toronto Raptors,Milwaukee Bucks,2.84,1000,5.1,3.5,1.01,1.54,1.31,1.41,-9.5
2019-11-02,2019-20,Phoenix Suns @ Memphis Grizzlies,Phoenix Suns,Memphis Grizzlies,1.01,1.96,1.4,1.71,2.06,4.4,2.38,2.4,3
2019-11-02,2019-20,Minnesota Timberwolves @ Washington Wizards,Minnesota Timberwolves,Washington Wizards,1.03,2.44,1.64,2.3,1.71,110,2.2,1.74,-3
2019-11-02,2019-20,Charlotte Hornets @ Golden State Warriors,Charlotte Hornets,Golden State Warriors,1.03,2.42,1.58,1.49,1.51,5.6,2.68,3,6
2019-11-02,2019-20,Philadelphia 76ers @ Portland Trail Blazers,Philadelphia 76ers,Portland Trail Blazers,1.03,26,2.06,2.14,1.05,10,1.51,2.02,-9.5
2019-11-03,2019-20,Chicago Bulls @ Indiana Pacers,Chicago Bulls,Indiana Pacers,2.04,17.5,2.3,2.24,1.01,1.94,1.4,1.8,-2
2019-11-03,2019-20,Sacramento Kings @ New York Knicks,Sacramento Kings,New York Knicks,1.01,2.1,1.49,1.92,2,200,2.58,2.06,1.5
2019-11-03,2019-20,Houston Rockets @ Miami Heat,Houston Rockets,Miami Heat,1.02,70,5.4,1.75,1.01,2.8,1.05,2.4,3
2019-11-03,2019-20,Los Angeles Lakers @ San Antonio Spurs,Los Angeles Lakers,San Antonio Spurs,1.01,2.06,1.51,1.87,1.87,11,2.48,2.12,2.5
2019-11-03,2019-20,Dallas Mavericks @ Cleveland Cavaliers,Dallas Mavericks,Cleveland Cavaliers,1.02,1.7,1.44,1.47,2.52,50,3.34,3.25,5.5
2019-11-03,2019-20,Utah Jazz @ Los Angeles Clippers,Utah Jazz,Los Angeles Clippers,1.35,100,2.75,2.3,1.01,3.6,1.53,1.82,-4.5
2019-11-04,2019-20,Detroit Pistons @ Washington Wizards,Detroit Pistons,Washington Wizards,1.88,21,2.62,2.48,1.01,2.14,1.44,1.69,-4.5
2019-11-04,2019-20,New Orleans Pelicans @ Brooklyn Nets,New Orleans Pelicans,Brooklyn Nets,2.52,8,2.78,2.52,1.01,1.67,1.35,1.64,-4
2019-11-04,2019-20,Milwaukee Bucks @ Minnesota Timberwolves,Milwaukee Bucks,Minnesota Timberwolves,1.01,1.45,1.28,1.34,3.25,6.8,3.93,4,9.5
2019-11-04,2019-20,Houston Rockets @ Memphis Grizzlies,Houston Rockets,Memphis Grizzlies,1.01,1.8,1.25,1.42,2.14,60,3.92,3.35,6
2019-11-04,2019-20,Philadelphia 76ers @ Phoenix Suns,Philadelphia 76ers,Phoenix Suns,1.5,21,2.07,2.12,1.02,3,1.78,1.9,1
2019-11-04,2019-20,Portland Trail Blazers @ Golden State Warriors,Portland Trail Blazers,Golden State Warriors,1.12,55,1.43,1.15,1.04,8.8,2.24,6.8,11.5
2019-11-05,2019-20,Indiana Pacers @ Charlotte Hornets,Indiana Pacers,Charlotte Hornets,1.05,4.3,1.57,1.78,1.03,15,1.93,2.26,2.5
2019-11-05,2019-20,Boston Celtics @ Cleveland Cavaliers,Boston Celtics,Cleveland Cavaliers,1.02,1.5,1.35,1.44,3.05,18.5,3.43,3.2,5.5
2019-11-05,2019-20,San Antonio Spurs @ Atlanta Hawks,San Antonio Spurs,Atlanta Hawks,1.16,1000,1.82,1.47,1.03,5,2.55,3.05,5.5
2019-11-05,2019-20,Orlando Magic @ Oklahoma City Thunder,Orlando Magic,Oklahoma City Thunder,2.28,130,3.39,2.36,1.01,1.79,1.49,1.72,-3
2019-11-05,2019-20,Los Angeles Lakers @ Chicago Bulls,Los Angeles Lakers,Chicago Bulls,1.01,7,1.3,1.36,1.14,220,3.61,3.8,7
2019-11-05,2019-20,Miami Heat @ Denver Nuggets,Miami Heat,Denver Nuggets,2.2,120,3.59,2.82,1.01,1.6,1.27,1.54,-4.5
2019-11-06,2019-20,New York Knicks @ Detroit Pistons,New York Knicks,Detroit Pistons,2.04,25,2.79,2.48,1.01,1.96,1.48,1.67,-3.5
2019-11-06,2019-20,Washington Wizards @ Indiana Pacers,Washington Wizards,Indiana Pacers,2.2,55,2.98,2.32,1.01,1.86,1.15,1.75,-3.5
2019-11-06,2019-20,Sacramento Kings @ Toronto Raptors,Sacramento Kings,Toronto Raptors,4.1,15,4.76,4.2,1.02,1.4,1.23,1.3,-6.5
2019-11-06,2019-20,Golden State Warriors @ Houston Rockets,Golden State Warriors,Houston Rockets,6.4,55,13.07,12,1.01,1.17,1.04,1.07,-16
2019-11-06,2019-20,Chicago Bulls @ Atlanta Hawks,Chicago Bulls,Atlanta Hawks,1.01,2.22,1.59,2.02,1.71,13.5,2.31,2.02,-3
2019-11-06,2019-20,Minnesota Timberwolves @ Memphis Grizzlies,Minnesota Timberwolves,Memphis Grizzlies,1.51,50,1.85,1.66,1.02,2.9,1.82,2.54,4.5
2019-11-06,2019-20,Orlando Magic @ Dallas Mavericks,Orlando Magic,Dallas Mavericks,1.56,10.5,3.11,3.85,1.01,2.14,1.41,1.35,-5
2019-11-06,2019-20,Philadelphia 76ers @ Utah Jazz,Philadelphia 76ers,Utah Jazz,1.68,10.5,2.5,2.18,1.01,2.2,1.32,1.9,-2
2019-11-06,2019-20,Milwaukee Bucks @ Los Angeles Clippers,Milwaukee Bucks,Los Angeles Clippers,1.01,2,1.38,1.44,2,120,3.64,3.1,6.5
2019-11-07,2019-20,Boston Celtics @ Charlotte Hornets,Boston Celtics,Charlotte Hornets,1.01,1.49,1.26,1.4,3.15,260,4.4,3.6,7
2019-11-07,2019-20,Oklahoma City Thunder @ San Antonio Spurs,Oklahoma City Thunder,San Antonio Spurs,2.14,7,2.95,2.98,1.01,1.88,1.35,1.52,-5
2019-11-07,2019-20,Miami Heat @ Phoenix Suns,Miami Heat,Phoenix Suns,1.01,2.22,1.63,2.2,1.8,9,2.06,1.82,-7.5
2019-11-07,2019-20,Portland Trail Blazers @ Los Angeles Clippers,Portland Trail Blazers,Los Angeles Clippers,1.34,12,2.6,3.3,1.07,3.85,1.5,1.42,-5.5
2019-11-08,2019-20,Cleveland Cavaliers @ Washington Wizards,Cleveland Cavaliers,Washington Wizards,1.01,3,1.51,3,1.49,50,2.13,1.5,-4.5
2019-11-08,2019-20,Memphis Grizzlies @ Orlando Magic,Memphis Grizzlies,Orlando Magic,2.68,17.5,4.44,3.8,1.02,1.68,1.28,1.36,-7.5
2019-11-08,2019-20,Sacramento Kings @ Atlanta Hawks,Sacramento Kings,Atlanta Hawks,1.01,2,1.4,1.71,2.1,11,2.54,2.32,5.5
2019-11-08,2019-20,Detroit Pistons @ Indiana Pacers,Detroit Pistons,Indiana Pacers,2.04,17.5,3.57,3.35,1.01,2.46,1.36,1.45,-7.5
2019-11-08,2019-20,Golden State Warriors @ Minnesota Timberwolves,Golden State Warriors,Minnesota Timberwolves,1.06,100,2.7,6.4,1.01,21,1.29,1.17,-11.5
2019-11-08,2019-20,Toronto Raptors @ New Orleans Pelicans,Toronto Raptors,New Orleans Pelicans,1.01,2,1.13,1.81,2.02,2.46,2.33,2.22,2.5
2019-11-08,2019-20,New York Knicks @ Dallas Mavericks,New York Knicks,Dallas Mavericks,1.02,7.4,3.4,6.6,1.16,15,1.39,1.19,-9
2019-11-08,2019-20,Milwaukee Bucks @ Utah Jazz,Milwaukee Bucks,Utah Jazz,1.51,130,2.09,1.77,1.02,2.52,1.54,2.3,3
2019-11-08,2019-20,Philadelphia 76ers @ Denver Nuggets,Philadelphia 76ers,Denver Nuggets,1.02,120,1.47,2.88,1.01,21,1.64,1.52,-4.5
2019-11-08,2019-20,Miami Heat @ Los Angeles Lakers,Miami Heat,Los Angeles Lakers,4,21,4.32,4.3,1.01,1.38,1.21,1.29,-8.5
2019-11-08,2019-20,Brooklyn Nets @ Portland Trail Blazers,Brooklyn Nets,Portland Trail Blazers,1.02,4.5,1.88,2.52,1.26,1000,2.3,1.68,-3.5
2019-11-09,2019-20,Boston Celtics @ San Antonio Spurs,Boston Celtics,San Antonio Spurs,1.01,2.5,1.65,2.28,1.58,10,2.1,1.78,-2
2019-11-09,2019-20,New Orleans Pelicans @ Charlotte Hornets,New Orleans Pelicans,Charlotte Hornets,1.03,3,1.73,1.83,1.5,300,2.15,2.18,1.5
2019-11-09,2019-20,Golden State Warriors @ Oklahoma City Thunder,Golden State Warriors,Oklahoma City Thunder,4.1,50,7.48,7.2,1.01,1.5,1.1,1.15,-12.5
2019-11-09,2019-20,Houston Rockets @ Chicago Bulls,Houston Rockets,Chicago Bulls,1.01,1.77,1.35,1.42,2.26,8.2,3.66,3.45,6
2019-11-09,2019-20,Dallas Mavericks @ Memphis Grizzlies,Dallas Mavericks,Memphis Grizzlies,1.01,1.7,1.36,1.44,2.44,9,3.04,3.2,6
2019-11-10,2019-20,Denver Nuggets @ Minnesota Timberwolves,Denver Nuggets,Minnesota Timberwolves,1.01,2.2,1.23,1.59,1.63,55,2.3,2.68,3
2019-11-10,2019-20,Indiana Pacers @ Orlando Magic,Indiana Pacers,Orlando Magic,1.03,8,1.69,2.76,1.17,34,1.77,1.55,-4.5
2019-11-10,2019-20,Charlotte Hornets @ Philadelphia 76ers,Charlotte Hornets,Philadelphia 76ers,4,150,10,9.8,1.04,1.33,1.16,1.11,-14
2019-11-10,2019-20,Milwaukee Bucks @ Oklahoma City Thunder,Milwaukee Bucks,Oklahoma City Thunder,1.01,1.92,1.13,1.26,2.1,15,3.84,4.9,9
2019-11-10,2019-20,Cleveland Cavaliers @ New York Knicks,Cleveland Cavaliers,New York Knicks,1.01,2.32,1.2,2.18,1.77,26,2.3,1.84,-2
2019-11-10,2019-20,Atlanta Hawks @ Portland Trail Blazers,Atlanta Hawks,Portland Trail Blazers,1.6,12,3.92,5.2,1.01,3.15,1.29,1.23,-6.5
2019-11-10,2019-20,Toronto Raptors @ Los Angeles Lakers,Toronto Raptors,Los Angeles Lakers,1.01,10,1.33,6.4,1.09,310,1.85,1.15,-9.5
2019-11-10,2019-20,Brooklyn Nets @ Phoenix Suns,Brooklyn Nets,Phoenix Suns,2.24,300,4.13,2.3,1.01,1.79,1.43,1.76,-3
2019-11-11,2019-20,Memphis Grizzlies @ San Antonio Spurs,Memphis Grizzlies,San Antonio Spurs,1.03,7.4,4.04,6.4,1.16,26,1.35,1.2,-10.5
2019-11-11,2019-20,Houston Rockets @ New Orleans Pelicans,Houston Rockets,New Orleans Pelicans,1.01,1.56,1.29,1.39,2.8,11,3.76,3.6,8.5
2019-11-11,2019-20,Utah Jazz @ Golden State Warriors,Utah Jazz,Golden State Warriors,1.02,1.4,1.11,1.32,3.9,50,5.01,4,7.5
2019-11-11,2019-20,Dallas Mavericks @ Boston Celtics,Dallas Mavericks,Boston Celtics,1.8,100,2.85,2.46,1.02,2.2,1.58,1.67,-2.5
2019-11-11,2019-20,Minnesota Timberwolves @ Detroit Pistons,Minnesota Timberwolves,Detroit Pistons,1.02,2.68,1.49,2.66,1.48,26,2.15,1.57,-4
2019-11-11,2019-20,Toronto Raptors @ Los Angeles Clippers,Toronto Raptors,Los Angeles Clippers,2.78,6.6,4.81,5.2,1.15,2.08,1.32,1.25,-9.5
2019-11-12,2019-20,Oklahoma City Thunder @ Indiana Pacers,Oklahoma City Thunder,Indiana Pacers,2.04,55,2.4,2.1,1.01,1.96,1.62,1.9,-3
2019-11-12,2019-20,New York Knicks @ Chicago Bulls,New York Knicks,Chicago Bulls,2.12,50,3.43,3.45,1.01,1.75,1.34,1.4,-6.5
2019-11-12,2019-20,Brooklyn Nets @ Utah Jazz,Brooklyn Nets,Utah Jazz,1.25,5.5,2.26,3.65,1.01,4.9,1.65,1.38,-6.5
2019-11-12,2019-20,Atlanta Hawks @ Denver Nuggets,Atlanta Hawks,Denver Nuggets,1.01,8.8,2.88,5.8,1.13,50,1.54,1.21,-10
2019-11-12,2019-20,Los Angeles Lakers @ Phoenix Suns,Los Angeles Lakers,Phoenix Suns,1.01,2.02,1.61,1.64,2.02,6,2.47,2.56,3.5
2019-11-12,2019-20,Cleveland Cavaliers @ Philadelphia 76ers,Cleveland Cavaliers,Philadelphia 76ers,1.3,10,3.72,6,1.01,3.75,1.31,1.18,-11
2019-11-12,2019-20,Portland Trail Blazers @ Sacramento Kings,Portland Trail Blazers,Sacramento Kings,1.4,50,2.08,2,1.01,3.5,1.63,2.14,1.5
2019-11-12,2019-20,Detroit Pistons @ Miami Heat,Detroit Pistons,Miami Heat,3.35,120,6.67,4.3,1.01,1.4,1.22,1.28,-8.5
2019-11-13,2019-20,Memphis Grizzlies @ Charlotte Hornets,Memphis Grizzlies,Charlotte Hornets,1.02,3.6,2.01,2.26,1.2,5,1.88,1.77,-2.5
2019-11-13,2019-20,Philadelphia 76ers @ Orlando Magic,Philadelphia 76ers,Orlando Magic,1.42,100,2.22,2.2,1.01,3.05,1.75,1.8,-3
2019-11-13,2019-20,Los Angeles Clippers @ Houston Rockets,Los Angeles Clippers,Houston Rockets,1.5,1000,2.52,2.26,1.01,3.2,1.52,1.75,-2
2019-11-13,2019-20,Washington Wizards @ Boston Celtics,Washington Wizards,Boston Celtics,3,8,4.4,3.9,1.01,1.61,1.28,1.35,-5
2019-11-13,2019-20,San Antonio Spurs @ Minnesota Timberwolves,San Antonio Spurs,Minnesota Timberwolves,1.86,1000,2.9,2.14,1.01,2.2,1.57,1.9,-2
2019-11-13,2019-20,Toronto Raptors @ Portland Trail Blazers,Toronto Raptors,Portland Trail Blazers,1.01,3.5,1.91,2.44,1.39,1000,1.84,1.7,-2.5
2019-11-13,2019-20,Golden State Warriors @ Los Angeles Lakers,Golden State Warriors,Los Angeles Lakers,4,100,7.16,4.7,1.01,1.33,1.1,1.28,-8
2019-11-14,2019-20,Miami Heat @ Cleveland Cavaliers,Miami Heat,Cleveland Cavaliers,1.02,1.75,1.34,1.6,2.4,110,4.4,2.66,3.5
2019-11-14,2019-20,Chicago Bulls @ Milwaukee Bucks,Chicago Bulls,Milwaukee Bucks,2.62,15,6.86,7.8,1.02,1.53,1.18,1.15,-11.5
