game_date,season,match_up,away_team,home_team,away_min_p,away_max_p,away_weighted_avg_price,away_last_traded_price,home_min_p,home_max_p,home_weighted_avg_price,home_last_traded_price,home_line
2016-10-28,2016-17,Golden State Warriors @ New Orleans Pelicans,Golden State Warriors,New Orleans Pelicans,1.01,1.31,1.13,1.11,5.3,13.5,7.72,9.2,9.5
2016-10-29,2016-17,Atlanta Hawks @ Philadelphia 76ers,Atlanta Hawks,Philadelphia 76ers,1.04,1.4,1.32,1.3,3.7,7.6,6.09,4.3,7.5
2016-10-29,2016-17,Boston Celtics @ Charlotte Hornets,Boston Celtics,Charlotte Hornets,1.03,1.84,1.46,1.76,2,6.2,2.46,2.3,2.5
2016-10-29,2016-17,Orlando Magic @ Cleveland Cavaliers,Orlando Magic,Cleveland Cavaliers,7.2,21,8.56,7.8,1.02,1.18,1.08,1.14,-12.5
2016-10-29,2016-17,Memphis Grizzlies @ New York Knicks,Memphis Grizzlies,New York Knicks,2.08,8.6,2.69,2.48,1.02,1.9,1.5,1.72,-2.5
2016-10-29,2016-17,Indiana Pacers @ Chicago Bulls,Indiana Pacers,Chicago Bulls,2.46,2.54,2.49,2.5,1.03,1.71,1.45,1.65,-3.5
2016-10-29,2016-17,Portland Trail Blazers @ Denver Nuggets,Portland Trail Blazers,Denver Nuggets,1.07,3.65,1.49,1.89,1.03,7,1.55,2.12,-2.5
2016-10-29,2016-17,Brooklyn Nets @ Milwaukee Bucks,Brooklyn Nets,Milwaukee Bucks,3.25,6,4.06,3.9,1.11,1.5,1.31,1.34,-6.5
2016-10-29,2016-17,New Orleans Pelicans @ San Antonio Spurs,New Orleans Pelicans,San Antonio Spurs,12,13,12.19,12.5,1.07,1.12,1.09,1.09,11.5
2016-10-29,2016-17,Minnesota Timberwolves @ Sacramento Kings,Minnesota Timberwolves,Sacramento Kings,1.2,8.6,1.87,2.04,1.04,6,1.46,1.96,-1.5
2016-10-29,2016-17,Utah Jazz @ Los Angeles Clippers,Utah Jazz,Los Angeles Clippers,3,5.5,3.9,4,1.01,1.56,1.19,1.31,-8.5
2016-10-30,2016-17,Milwaukee Bucks @ Detroit Pistons,Milwaukee Bucks,Detroit Pistons,4.1,4.5,4.41,4.3,1.01,1.34,1.12,1.31,-7.5
2016-10-30,2016-17,San Antonio Spurs @ Miami Heat,San Antonio Spurs,Miami Heat,1.03,1.88,1.34,1.4,3.2,6,3.52,3.45,6.5
2016-10-30,2016-17,Golden State Warriors @ Phoenix Suns,Golden State Warriors,Phoenix Suns,1.04,1.47,1.18,1.12,3.2,9.6,6.43,8.6,11.5
2016-10-30,2016-17,Los Angeles Lakers @ Oklahoma City Thunder,Los Angeles Lakers,Oklahoma City Thunder,3.1,10,4.7,4.5,1.03,1.45,1.19,1.29,-7.5
2016-10-30,2016-17,Washington Wizards @ Memphis Grizzlies,Washington Wizards,Memphis Grizzlies,1.15,2.84,1.74,1.67,1.03,2.52,1.95,2.44,3.5
2016-10-30,2016-17,Dallas Mavericks @ Houston Rockets,Dallas Mavericks,Houston Rockets,2.7,6.2,3.13,2.8,1.02,1.78,1.37,1.55,-4.5
2016-10-31,2016-17,Denver Nuggets @ Toronto Raptors,Denver Nuggets,Toronto Raptors,1.36,6.8,2.9,2.94,1.01,3.5,1.37,1.01,-7.5
2016-10-31,2016-17,Chicago Bulls @ Brooklyn Nets,Chicago Bulls,Brooklyn Nets,1.36,1.43,1.38,1.36,3.2,3.6,3.46,3.5,6.5
2016-10-31,2016-17,Sacramento Kings @ Atlanta Hawks,Sacramento Kings,Atlanta Hawks,2.1,6.8,4.86,2.1,1.01,2.08,1.2,1.01,-7.5
2016-10-31,2016-17,Phoenix Suns @ Los Angeles Clippers,Phoenix Suns,Los Angeles Clippers,6,21,9.29,8.6,1.04,1.24,1.13,1.13,-10.5
2016-11-01,2016-17,Sacramento Kings @ Miami Heat,Sacramento Kings,Miami Heat,1.6,4.2,2.62,2.48,1.41,1.72,1.62,1.66,-3.5
2016-11-01,2016-17,Orlando Magic @ Philadelphia 76ers,Orlando Magic,Philadelphia 76ers,1.04,4.3,1.55,1.53,1.24,21,2.48,2.86,5.5
2016-11-01,2016-17,Houston Rockets @ Cleveland Cavaliers,Houston Rockets,Cleveland Cavaliers,4,6.6,5.34,5.8,1.04,1.5,1.22,1.19,-9.5
2016-11-01,2016-17,Los Angeles Lakers @ Indiana Pacers,Los Angeles Lakers,Indiana Pacers,3.2,5.4,4.28,4.9,1.1,1.78,1.26,1.28,-9.5
2016-11-01,2016-17,New York Knicks @ Detroit Pistons,New York Knicks,Detroit Pistons,2.56,2.8,2.61,2.58,1.01,1.63,1.32,1.6,-4.5
2016-11-02,2016-17,Detroit Pistons @ Brooklyn Nets,Detroit Pistons,Brooklyn Nets,1.52,7.4,2.79,1.64,1.02,2.84,1.77,2.56,4.5
2016-11-01,2016-17,Golden State Warriors @ Portland Trail Blazers,Golden State Warriors,Portland Trail Blazers,1.01,1.7,1.42,1.48,2.74,6.8,3.5,3.2,4.5
2016-11-02,2016-17,Houston Rockets @ New York Knicks,Houston Rockets,New York Knicks,1.01,2.3,1.59,2.06,1.91,8.4,3.85,1.93,-1.5
2016-11-02,2016-17,Los Angeles Lakers @ Atlanta Hawks,Los Angeles Lakers,Atlanta Hawks,1.14,9.4,5.51,8.8,1.05,3.1,1.23,1.12,-11.5
2016-11-01,2016-17,Memphis Grizzlies @ Minnesota Timberwolves,Memphis Grizzlies,Minnesota Timberwolves,2.5,5.7,2.93,3.6,1.06,1.65,1.53,1.34,-3.5
2016-11-01,2016-17,Milwaukee Bucks @ New Orleans Pelicans,Milwaukee Bucks,New Orleans Pelicans,1.38,2.7,2.48,2.58,1.52,1.67,1.58,1.64,-3.5
2016-11-02,2016-17,Philadelphia 76ers @ Charlotte Hornets,Philadelphia 76ers,Charlotte Hornets,2.3,1000,15.9,10,1.02,1.9,1.13,1.11,-12.5
2016-11-02,2016-17,Toronto Raptors @ Washington Wizards,Toronto Raptors,Washington Wizards,1.01,3.25,1.75,2,1.45,5.3,2.04,2,1.5
2016-11-01,2016-17,Utah Jazz @ San Antonio Spurs,Utah Jazz,San Antonio Spurs,1.19,7.6,2.94,6.2,1.13,5.5,1.43,1.18,-10.5
2016-11-02,2016-17,Oklahoma City Thunder @ Los Angeles Clippers,Oklahoma City Thunder,Los Angeles Clippers,1.06,4,2.97,3.6,1.3,15,1.44,1.37,-7.5
2016-11-02,2016-17,New Orleans Pelicans @ Memphis Grizzlies,New Orleans Pelicans,Memphis Grizzlies,1.49,3.5,2.12,3.05,1.41,3.05,1.47,1.51,-5.5
2016-11-02,2016-17,Dallas Mavericks @ Utah Jazz,Dallas Mavericks,Utah Jazz,2.46,17.5,2.66,2.48,1.02,1.69,1.51,1.69,-4.5
2016-11-02,2016-17,Chicago Bulls @ Boston Celtics,Chicago Bulls,Boston Celtics,2.26,6.2,2.68,2.52,1.02,1.86,1.6,1.68,-3.5
2016-11-02,2016-17,Portland Trail Blazers @ Phoenix Suns,Portland Trail Blazers,Phoenix Suns,1.16,2.3,1.4,1.66,1.02,2.52,2.02,2.42,3.5
2016-11-03,2016-17,Sacramento Kings @ Orlando Magic,Sacramento Kings,Orlando Magic,1.61,5,1.96,1.95,1.16,2.7,1.87,2.06,-1.5
2016-11-04,2016-17,Atlanta Hawks @ Washington Wizards,Atlanta Hawks,Washington Wizards,2,3.4,2.18,2.08,1.09,2,1.84,1.91,-5.5
2016-11-03,2016-17,Boston Celtics @ Cleveland Cavaliers,Boston Celtics,Cleveland Cavaliers,5.3,34,7.21,7,1.01,1.24,1.16,1.17,-10.5
2016-11-04,2016-17,Charlotte Hornets @ Brooklyn Nets,Charlotte Hornets,Brooklyn Nets,1.01,2.2,1.4,1.38,1.51,6,3.2,3.65,6.5
2016-11-03,2016-17,Denver Nuggets @ Minnesota Timberwolves,Denver Nuggets,Minnesota Timberwolves,1.13,2.74,2.1,2.58,1.33,9,1.63,1.61,-3.5
2016-11-03,2016-17,Indiana Pacers @ Milwaukee Bucks,Indiana Pacers,Milwaukee Bucks,1.7,11,1.94,1.74,1.02,2.56,1.94,2.38,2.5
2016-11-04,2016-17,Miami Heat @ Toronto Raptors,Miami Heat,Toronto Raptors,3.3,1000,8.55,3.75,1.14,1.83,1.33,1.36,-7.5
2016-11-03,2016-17,Oklahoma City Thunder @ Golden State Warriors,Oklahoma City Thunder,Golden State Warriors,4,34,8.38,8.4,1.01,1.35,1.15,1.14,-10.5
2016-11-05,2016-17,Chicago Bulls @ Indiana Pacers,Chicago Bulls,Indiana Pacers,2.12,19,2.67,2.52,1.02,1.74,1.4,1.65,-3.5
2016-11-05,2016-17,Cleveland Cavaliers @ Philadelphia 76ers,Cleveland Cavaliers,Philadelphia 76ers,1.05,2.06,1.13,1.12,1.36,14.5,7.43,10,13.5
2016-11-05,2016-17,Denver Nuggets @ Detroit Pistons,Denver Nuggets,Detroit Pistons,2.72,8,3.26,2.78,1.2,1.58,1.49,1.56,-4.5
2016-11-04,2016-17,Golden State Warriors @ Los Angeles Lakers,Golden State Warriors,Los Angeles Lakers,1.11,23,1.31,1.13,1.01,8.8,1.57,8.6,10.5
2016-11-05,2016-17,Houston Rockets @ Atlanta Hawks,Houston Rockets,Atlanta Hawks,2.18,4.2,2.74,2.4,1.01,1.78,1.52,1.72,-3.5
2016-11-04,2016-17,Los Angeles Clippers @ Memphis Grizzlies,Los Angeles Clippers,Memphis Grizzlies,1.01,1.49,1.19,1.45,3.05,1000,23.35,3.25,5.5
2016-11-05,2016-17,Minnesota Timberwolves @ Oklahoma City Thunder,Minnesota Timberwolves,Oklahoma City Thunder,1.52,21,3.02,2.8,1.04,1.56,1.5,1.56,-5.5
2016-11-04,2016-17,New York Knicks @ Chicago Bulls,New York Knicks,Chicago Bulls,1.01,4.7,1.52,3.9,1.28,9.8,1.52,1.33,-7.5
2016-11-04,2016-17,Phoenix Suns @ New Orleans Pelicans,Phoenix Suns,New Orleans Pelicans,1.05,9.6,1.91,2.26,1.08,3.9,1.71,1.78,-3.5
2016-11-04,2016-17,Portland Trail Blazers @ Dallas Mavericks,Portland Trail Blazers,Dallas Mavericks,1.05,2.3,1.53,1.8,2.04,6.6,2.46,2.28,1.5
2016-11-04,2016-17,San Antonio Spurs @ Utah Jazz,San Antonio Spurs,Utah Jazz,1.04,1.65,1.22,1.65,2.52,2.72,2.65,2.52,3.5
2016-11-05,2016-17,Washington Wizards @ Orlando Magic,Washington Wizards,Orlando Magic,1.3,3.4,2.75,3.35,1.41,2.54,1.44,1.43,-2.5
2016-11-05,2016-17,Sacramento Kings @ Milwaukee Bucks,Sacramento Kings,Milwaukee Bucks,2.04,7.4,2.53,2.5,1.05,1.93,1.51,1.65,-2.5
2016-11-05,2016-17,Los Angeles Clippers @ San Antonio Spurs,Los Angeles Clippers,San Antonio Spurs,1.01,3.75,1.25,2.74,1.37,32,1.57,1.53,-4.5
2016-11-06,2016-17,Utah Jazz @ New York Knicks,Utah Jazz,New York Knicks,1.01,2.24,1.39,1.78,1.37,1000,3.16,2.26,2.5
2016-11-06,2016-17,Portland Trail Blazers @ Memphis Grizzlies,Portland Trail Blazers,Memphis Grizzlies,1.03,2.32,1.92,1.98,1.35,5,1.78,2.02,2.5
2016-11-06,2016-17,Sacramento Kings @ Toronto Raptors,Sacramento Kings,Toronto Raptors,1.13,9.8,4.21,4.1,1.11,2.44,1.28,1.33,-9.5
2016-11-06,2016-17,Denver Nuggets @ Boston Celtics,Denver Nuggets,Boston Celtics,1.02,4.2,1.54,3.6,1.25,15.5,1.73,1.38,-8.5
2016-11-06,2016-17,Milwaukee Bucks @ Dallas Mavericks,Milwaukee Bucks,Dallas Mavericks,1.3,8.2,2.37,2.32,1.1,4.7,1.65,1.73,-2.5
2016-11-06,2016-17,Phoenix Suns @ Los Angeles Lakers,Phoenix Suns,Los Angeles Lakers,2.22,1000,6.49,2.6,1.01,1.74,1.31,1.6,-2.5
2016-11-07,2016-17,Detroit Pistons @ Los Angeles Clippers,Detroit Pistons,Los Angeles Clippers,4.5,1000,8.97,4.8,1.02,1.29,1.26,1.27,-8.5
2016-11-07,2016-17,Houston Rockets @ Washington Wizards,Houston Rockets,Washington Wizards,1.01,2.36,1.98,2.02,1.63,3.55,1.96,1.97,-1.5
2016-11-07,2016-17,Indiana Pacers @ Charlotte Hornets,Indiana Pacers,Charlotte Hornets,2.02,5,2.38,2.34,1.03,1.78,1.63,1.74,-3.5
2016-11-07,2016-17,Miami Heat @ Oklahoma City Thunder,Miami Heat,Oklahoma City Thunder,3,3.35,3.15,3.1,1.01,1.52,1.32,1.45,-5.5
2016-11-07,2016-17,New Orleans Pelicans @ Golden State Warriors,New Orleans Pelicans,Golden State Warriors,6.4,400,13.52,23,1.02,1.26,1.06,1.05,-16.5
2016-11-07,2016-17,Orlando Magic @ Chicago Bulls,Orlando Magic,Chicago Bulls,3.15,8.8,3.63,3.2,1.01,1.5,1.39,1.43,-6.5
2016-11-07,2016-17,Utah Jazz @ Philadelphia 76ers,Utah Jazz,Philadelphia 76ers,1.01,1.67,1.4,1.53,2.44,50,3.29,2.86,7.5
2016-11-08,2016-17,Atlanta Hawks @ Cleveland Cavaliers,Atlanta Hawks,Cleveland Cavaliers,1.05,5.3,1.99,4.3,1.22,34,1.57,1.31,-8.5
2016-11-08,2016-17,Dallas Mavericks @ Los Angeles Lakers,Dallas Mavericks,Los Angeles Lakers,1.1,3.75,2.23,2.52,1.33,8.6,1.75,1.63,-4.5
2016-11-08,2016-17,Denver Nuggets @ Memphis Grizzlies,Denver Nuggets,Memphis Grizzlies,1.05,6,2.5,2.66,1.08,2.58,1.53,1.66,-3.5
2016-11-08,2016-17,Minnesota Timberwolves @ Brooklyn Nets,Minnesota Timberwolves,Brooklyn Nets,1.53,2.8,1.62,1.61,1.01,2.84,2.01,2.68,-3.5
2016-11-08,2016-17,New Orleans Pelicans @ Sacramento Kings,New Orleans Pelicans,Sacramento Kings,3,17.5,3.49,3.35,1.02,1.5,1.29,1.42,-5.5
2016-11-08,2016-17,Phoenix Suns @ Portland Trail Blazers,Phoenix Suns,Portland Trail Blazers,3,8.8,4.04,4.3,1.01,1.47,1.21,1.3,-7.5
2016-11-09,2016-17,Dallas Mavericks @ Golden State Warriors,Dallas Mavericks,Golden State Warriors,8,34,16.94,15.5,1.02,1.08,1.06,1.07,-14.5
2016-11-09,2016-17,Philadelphia 76ers @ Indiana Pacers,Philadelphia 76ers,Indiana Pacers,1.24,30,6.29,8,1.03,2.52,1.13,1.14,-12.5
2016-11-09,2016-17,Brooklyn Nets @ New York Knicks,Brooklyn Nets,New York Knicks,1.84,34,3.52,4.1,1.09,2.62,1.49,1.3,-8.5
2016-11-09,2016-17,Minnesota Timberwolves @ Orlando Magic,Minnesota Timberwolves,Orlando Magic,1.01,2.46,1.83,2.3,1.68,5.8,2.01,1.77,-2.5
2016-11-09,2016-17,Boston Celtics @ Washington Wizards,Boston Celtics,Washington Wizards,1.92,17.5,2.47,2.16,1.03,2.08,1.76,1.85,1.5
2016-11-09,2016-17,Chicago Bulls @ Atlanta Hawks,Chicago Bulls,Atlanta Hawks,2,2.52,2.4,2.46,1.04,1.84,1.57,1.66,-3.5
2016-11-09,2016-17,Toronto Raptors @ Oklahoma City Thunder,Toronto Raptors,Oklahoma City Thunder,1.01,4.4,2.26,2.6,1.6,100,2.24,1.62,-3.5
2016-11-09,2016-17,Detroit Pistons @ Phoenix Suns,Detroit Pistons,Phoenix Suns,1.2,3,1.68,1.61,1.05,2.8,2.55,2.68,3.5
2016-11-09,2016-17,Houston Rockets @ San Antonio Spurs,Houston Rockets,San Antonio Spurs,1.21,5,2.71,4.5,1.25,3.05,1.52,1.28,-7.5
2016-11-09,2016-17,Portland Trail Blazers @ Los Angeles Clippers,Portland Trail Blazers,Los Angeles Clippers,5.3,6.8,6.21,6,1.01,1.41,1.13,1.18,-9.5
2016-11-09,2016-17,Utah Jazz @ Charlotte Hornets,Utah Jazz,Charlotte Hornets,1.6,2.5,2.24,2.46,1.04,3,1.75,1.68,-1.5
2016-11-10,2016-17,Chicago Bulls @ Miami Heat,Chicago Bulls,Miami Heat,1.03,2.8,1.98,2.04,1.51,2.1,1.92,1.97,-2.5
2016-11-10,2016-17,Golden State Warriors @ Denver Nuggets,Golden State Warriors,Denver Nuggets,1.01,1.46,1.4,1.39,3.2,3.9,3.34,3.55,6.5
2016-11-10,2016-17,Los Angeles Lakers @ Sacramento Kings,Los Angeles Lakers,Sacramento Kings,1.05,11.5,3.32,2.88,1.11,10,1.54,1.53,-4.5
2016-11-10,2016-17,New Orleans Pelicans @ Milwaukee Bucks,New Orleans Pelicans,Milwaukee Bucks,1.03,3.1,2.25,2.88,1.41,4.5,1.68,1.5,-4.5
2016-11-11,2016-17,Los Angeles Clippers @ Oklahoma City Thunder,Los Angeles Clippers,Oklahoma City Thunder,1.04,2.06,1.52,1.59,2,6.8,2.83,2.74,5.5
2016-11-11,2016-17,Cleveland Cavaliers @ Washington Wizards,Cleveland Cavaliers,Washington Wizards,1.03,1.69,1.33,1.31,1.86,6,2.7,4.2,6.5
2016-11-11,2016-17,Detroit Pistons @ San Antonio Spurs,Detroit Pistons,San Antonio Spurs,3,5.2,4.71,5,1.03,1.5,1.29,1.25,-8.5
2016-11-11,2016-17,Indiana Pacers @ Philadelphia 76ers,Indiana Pacers,Philadelphia 76ers,1.19,5.1,1.56,1.52,1.03,6,2.43,2.92,5.5
2016-11-11,2016-17,New York Knicks @ Boston Celtics,New York Knicks,Boston Celtics,2.74,3.55,2.85,2.74,1.01,1.57,1.48,1.57,-5.5
2016-11-11,2016-17,Sacramento Kings @ Portland Trail Blazers,Sacramento Kings,Portland Trail Blazers,1.3,6.2,3.51,4,1.07,4,1.42,1.32,-6.5
2016-11-11,2016-17,Toronto Raptors @ Charlotte Hornets,Toronto Raptors,Charlotte Hornets,1.25,5.2,2.04,2,1.18,5.5,1.94,2,-1.5
2016-11-11,2016-17,Utah Jazz @ Orlando Magic,Utah Jazz,Orlando Magic,1.02,1.6,1.48,1.55,1.8,3.15,2.8,2.78,3.5
2016-11-12,2016-17,Boston Celtics @ Indiana Pacers,Boston Celtics,Indiana Pacers,1.01,3.2,1.88,1.9,1.39,2.18,2.02,2.08,-2.5
2016-11-12,2016-17,Brooklyn Nets @ Phoenix Suns,Brooklyn Nets,Phoenix Suns,1.01,2.9,1.69,2.82,1.52,3.7,1.64,1.54,-5.5
2016-11-13,2016-17,Charlotte Hornets @ Cleveland Cavaliers,Charlotte Hornets,Cleveland Cavaliers,2.6,9.4,4.85,3.9,1.03,1.8,1.31,1.35,-8.5
2016-11-12,2016-17,Detroit Pistons @ Denver Nuggets,Detroit Pistons,Denver Nuggets,1.34,2.9,2.09,2.82,1.51,5.1,1.68,1.53,-4.5
2016-11-12,2016-17,Los Angeles Clippers @ Minnesota Timberwolves,Los Angeles Clippers,Minnesota Timberwolves,1.13,1.58,1.47,1.51,2.62,3.4,2.95,3.05,5.5
2016-11-12,2016-17,Los Angeles Lakers @ New Orleans Pelicans,Los Angeles Lakers,New Orleans Pelicans,1.08,2.1,1.84,1.98,1.73,140,2.09,2,-1.5
2016-11-12,2016-17,Memphis Grizzlies @ Milwaukee Bucks,Memphis Grizzlies,Milwaukee Bucks,2.12,2.5,2.43,2.42,1.08,1.83,1.66,1.72,-2.5
2016-11-12,2016-17,New York Knicks @ Toronto Raptors,New York Knicks,Toronto Raptors,2.22,6.2,3.92,4,1.04,1.92,1.33,1.33,-5.5
2016-11-12,2016-17,Philadelphia 76ers @ Atlanta Hawks,Philadelphia 76ers,Atlanta Hawks,9.2,21,14.79,15.5,1.03,1.14,1.08,1.06,-13.5
2016-11-12,2016-17,San Antonio Spurs @ Houston Rockets,San Antonio Spurs,Houston Rockets,1.01,2.06,1.7,1.84,2,3.2,2.2,2.18,1.5
2016-11-12,2016-17,Utah Jazz @ Miami Heat,Utah Jazz,Miami Heat,1.06,2,1.76,1.84,1.83,2.44,2.15,2.18,4.5
2016-11-12,2016-17,Washington Wizards @ Chicago Bulls,Washington Wizards,Chicago Bulls,1.83,6.2,5.23,5.7,1.07,1.64,1.2,1.2,-6.5
2016-11-13,2016-17,Denver Nuggets @ Portland Trail Blazers,Denver Nuggets,Portland Trail Blazers,1.46,500,5.95,3.9,1.01,3.15,1.47,1.34,-5.5
2016-11-13,2016-17,Los Angeles Lakers @ Minnesota Timberwolves,Los Angeles Lakers,Minnesota Timberwolves,1.9,1000,3.16,2.04,1.05,2.2,1.55,1.72,-4.5
2016-11-13,2016-17,Orlando Magic @ Oklahoma City Thunder,Orlando Magic,Oklahoma City Thunder,1.11,5.8,2.99,5.3,1.14,12,1.5,1.24,-9.5
2016-11-13,2016-17,Phoenix Suns @ Golden State Warriors,Phoenix Suns,Golden State Warriors,2.3,1000,21.47,21,1.01,1.83,1.07,1.05,-16.5
2016-11-14,2016-17,Boston Celtics @ New Orleans Pelicans,Boston Celtics,New Orleans Pelicans,1.28,6.4,1.83,1.66,1.06,3.2,2.26,2.52,4.5
2016-11-14,2016-17,Brooklyn Nets @ Los Angeles Clippers,Brooklyn Nets,Los Angeles Clippers,10.5,100,21.38,21,1.01,1.09,1.05,1.05,-14.5
2016-11-14,2016-17,Dallas Mavericks @ New York Knicks,Dallas Mavericks,New York Knicks,2.1,12,2.38,2.62,1.03,2.1,1.61,1.63,-3.5
2016-11-14,2016-17,Memphis Grizzlies @ Utah Jazz,Memphis Grizzlies,Utah Jazz,1.01,3.7,1.95,3.35,1.34,12,1.49,1.41,-5.5
2016-11-14,2016-17,Miami Heat @ San Antonio Spurs,Miami Heat,San Antonio Spurs,7.2,120,7.92,7.2,1.01,1.22,1.13,1.15,-11.5
2016-11-14,2016-17,Oklahoma City Thunder @ Detroit Pistons,Oklahoma City Thunder,Detroit Pistons,1.78,5.2,1.96,1.98,1.03,2.3,1.75,2,-3.5
2016-11-14,2016-17,Orlando Magic @ Indiana Pacers,Orlando Magic,Indiana Pacers,3.3,4.7,3.9,3.9,1.01,1.62,1.32,1.34,-7.5
2016-11-14,2016-17,Philadelphia 76ers @ Houston Rockets,Philadelphia 76ers,Houston Rockets,6.8,10,7.78,7.6,1.03,1.25,1.14,1.15,-11.5
2016-11-15,2016-17,Atlanta Hawks @ Miami Heat,Atlanta Hawks,Miami Heat,1.1,1.66,1.38,1.36,2.32,6.2,3.76,3.8,6.5
2016-11-15,2016-17,Brooklyn Nets @ Los Angeles Lakers,Brooklyn Nets,Los Angeles Lakers,2.6,13.5,3.66,3.8,1.05,1.45,1.34,1.35,-7.5
2016-11-15,2016-17,Charlotte Hornets @ Minnesota Timberwolves,Charlotte Hornets,Minnesota Timberwolves,1.01,2.22,1.75,1.94,1.24,5,1.95,2.04,2.5
2016-11-15,2016-17,Chicago Bulls @ Portland Trail Blazers,Chicago Bulls,Portland Trail Blazers,1.02,2.74,1.74,2.68,1.57,100,2.62,1.59,-3.5
2016-11-15,2016-17,Toronto Raptors @ Cleveland Cavaliers,Toronto Raptors,Cleveland Cavaliers,1.3,21,3.47,3.2,1.04,4,1.41,1.44,-5.5
2016-11-16,2016-17,Cleveland Cavaliers @ Indiana Pacers,Cleveland Cavaliers,Indiana Pacers,1.54,18,2.3,2.34,1.01,2.72,1.75,1.75,-2.5
